Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/packages/1423_LibreOffice,21,Eager Action,multiple actions,action,"[Open, and save]",Open a document in Excel format (.xls or .xlsx) and save it in ODF format.
../testcases/packages/1423_LibreOffice,21,Ambiguous Test,verb + indefinite determiner,action,Open a,Open a document in Excel format (.xls or .xlsx) and save it in ODF format.
../testcases/packages/1423_LibreOffice,22,Eager Action,multiple actions,action,"[Open, and save]",Open an ODF file and save it as .xls file format.
../testcases/packages/1423_LibreOffice,22,Ambiguous Test,verb + indefinite determiner,action,Open an,Open an ODF file and save it as .xls file format.
../testcases/packages/1423_LibreOffice,22,Ambiguous Test,verb + indefinite determiner,verification,see a,"Can the file be opened and saved in the revised format? You will see a warning message regarding the revised format, is the warning message translated into your language? After closing and reopening, do the contents remain the same?"
../testcases/packages/1423_LibreOffice,23,Eager Action,multiple actions,action,"[Open, . Change, Change]","Open an ODF file and export is as PDF file format via menu ""File - Export as PDF..."". Change the tab ""General"" setting to ""PDF/A-1a""."
../testcases/packages/1423_LibreOffice,23,Ambiguous Test,adverb of manner,verification,properly,"Can the exported file be opened in your PDF viewer? For the exported file using the second method, does it also display properly in a PDF viewer?"
../testcases/packages/1423_LibreOffice,23,Ambiguous Test,adjective,action,more,Open the exported file in one (or more) PDF viewer(s).
../testcases/packages/1423_LibreOffice,23,Ambiguous Test,verb + indefinite determiner,action,Open an,"Open an ODF file and export is as PDF file format via menu ""File - Export as PDF..."". Change the tab ""General"" setting to ""PDF/A-1a""."
../testcases/packages/1423_LibreOffice,24,Eager Action,multiple actions,action,"[Select, 'Edit]",Select the chart in Sheet1 and 'Edit' - 'Copy'
../testcases/packages/1423_LibreOffice,24,Unverified Action,,action,,Download the attachment: https://bugs.freedesktop.org/attachment.cgi?id=52470
../testcases/packages/1423_LibreOffice,24,Unverified Action,,action,,Open the attached test data source.ods
../testcases/packages/1423_LibreOffice,24,Unverified Action,,action,,Select the chart in Sheet1 and 'Edit' - 'Copy'
../testcases/packages/1423_LibreOffice,24,Unverified Action,,action,,Create a new spreadsheet file
../testcases/packages/1423_LibreOffice,24,Ambiguous Test,verb + indefinite determiner,action,Create a,Create a new spreadsheet file
../testcases/packages/1423_LibreOffice,25,Ambiguous Test,verb + indefinite determiner,action,Open an,Open an Excel document containing special characters in your own language (in. xls or. xlsx).
../testcases/packages/1423_LibreOffice,26,Eager Action,multiple actions,action,"[Open, and save]",Open an ODF file and save it as .xls file format.
../testcases/packages/1423_LibreOffice,26,Ambiguous Test,verb + indefinite determiner,action,Open an,Open an ODF file and save it as .xls file format.
../testcases/packages/1423_LibreOffice,26,Ambiguous Test,verb + indefinite determiner,verification,see a,"Can the file be opened and saved in the revised format? You will see a warning message regarding the revised format, is the warning message translated into your language? After closing and reopening, do the contents remain the same?"
../testcases/packages/1423_LibreOffice,27,Eager Action,multiple actions,action,"[Open, . Change, Change]","Open an ODF file and export is as PDF file format via menu ""File - Export as PDF..."". Change the tab ""General"" setting to ""PDF/A-1a""."
../testcases/packages/1423_LibreOffice,27,Ambiguous Test,adverb of manner,verification,properly,"Can the exported file be opened in your PDF viewer? For the exported file using the second method, does it also display properly in a PDF viewer?"
../testcases/packages/1423_LibreOffice,27,Ambiguous Test,adjective,action,more,Open the exported file in one (or more) PDF viewer(s).
../testcases/packages/1423_LibreOffice,27,Ambiguous Test,verb + indefinite determiner,action,Open an,"Open an ODF file and export is as PDF file format via menu ""File - Export as PDF..."". Change the tab ""General"" setting to ""PDF/A-1a""."
../testcases/packages/1423_LibreOffice,28,Ambiguous Test,adverb of manner,verification,correctly,The PowerPoint file should open correctly in LibreOffice.
../testcases/packages/1423_LibreOffice,28,Ambiguous Test,adverb of manner,verification,correctly,"The layout, the display of characters, bullets and numbering should display correctly."
../testcases/packages/1423_LibreOffice,28,Ambiguous Test,verb + indefinite determiner,action,Open an,Open an MS .ppt file format in your language (containing special characters in your language)
../testcases/packages/1423_LibreOffice,29,Conditional Test Logic,dependent clause,verification,When,"When reopening the file, the content should display correctly in PowerPoint application or the viewer."
../testcases/packages/1423_LibreOffice,29,Ambiguous Test,adverb of manner,verification,correctly,The file should save correctly.
../testcases/packages/1423_LibreOffice,29,Ambiguous Test,adverb of manner,verification,correctly,"When reopening the file, the content should display correctly in PowerPoint application or the viewer."
../testcases/packages/1423_LibreOffice,29,Ambiguous Test,verb + indefinite determiner,action,Open an,Open an OpenDocument presentation (.odp) file containing special characters in your language
../testcases/packages/1423_LibreOffice,30,Ambiguous Test,adverb of manner,verification,correctly,"The PowerPoint file should open correctly in LibreOffice; The layout, the display of characters, bullets and numbering should display correctly."
../testcases/packages/1423_LibreOffice,30,Ambiguous Test,adverb of manner,verification,correctly,"The PowerPoint file should open correctly in LibreOffice; The layout, the display of characters, bullets and numbering should display correctly."
../testcases/packages/1423_LibreOffice,30,Ambiguous Test,verb + indefinite determiner,action,Open an,Open an MS .ppt file format in your language (containing special characters in your language)
../testcases/packages/1423_LibreOffice,31,Eager Action,multiple actions,action,"[Click, [Create]",Click on [Create a table in Design mode...' in the [Tasks' panel.
../testcases/packages/1423_LibreOffice,31,Eager Action,multiple actions,action,"[Click, - enter, - click]",Click on the [Save' icon - enter the table name (containing special characters) - click on Yes to create a primary key.
../testcases/packages/1423_LibreOffice,31,Eager Action,multiple actions,action,"[Click, - Click]",Click [Index Design' - Click on Close.
../testcases/packages/1423_LibreOffice,31,Unverified Action,,action,,Click on the Table icon in the database panel.
../testcases/packages/1423_LibreOffice,31,Unverified Action,,action,,Click on [Create a table in Design mode...' in the [Tasks' panel.
../testcases/packages/1423_LibreOffice,31,Unverified Action,,action,,"Enter the name, address and telephone number as field names."
../testcases/packages/1423_LibreOffice,31,Unverified Action,,action,,"Call this table ""Table1"" as a reference for the following tests."
../testcases/packages/1423_LibreOffice,31,Unverified Action,,action,,Click on the [Save' icon - enter the table name (containing special characters) - click on Yes to create a primary key.
../testcases/packages/1423_LibreOffice,31,Unverified Action,,action,,Click [Index Design' - Click on Close.
../testcases/packages/1423_LibreOffice,31,Ambiguous Test,verb + indefinite determiner,action,Create a,Click on [Create a table in Design mode...' in the [Tasks' panel.
../testcases/packages/1423_LibreOffice,31,Ambiguous Test,verb + indefinite determiner,action,Call this,"Call this table ""Table1"" as a reference for the following tests."
../testcases/packages/1423_LibreOffice,31,Ambiguous Test,verb + indefinite determiner,action,create a,Click on the [Save' icon - enter the table name (containing special characters) - click on Yes to create a primary key.
../testcases/packages/1423_LibreOffice,32,Eager Action,multiple actions,action,"[Enter, and click, ""Save]","Enter several records containing special characters in your language and click on the ""Save the current record"" icon."
../testcases/packages/1423_LibreOffice,32,Unverified Action,,action,,Double click on the icon for the database table created during the Base-1 test
../testcases/packages/1423_LibreOffice,32,Ambiguous Test,adverb of manner,verification,correctly,Do all the strings display correctly and specially those containing special characters?
../testcases/packages/1423_LibreOffice,32,Ambiguous Test,adverb of manner,verification,specially,Do all the strings display correctly and specially those containing special characters?
../testcases/packages/1423_LibreOffice,33,Eager Action,multiple actions,action,"[Open, and export]",Open an ODF document (in. Odg) and export this as PDF file:
../testcases/packages/1423_LibreOffice,33,Eager Action,multiple actions,action,"[. Change, Change]","On the menu item ""File - Export as PDF ..."". Change the tab ""General"" setting on ""PDF/A-1a""."
../testcases/packages/1423_LibreOffice,33,Unverified Action,,action,,Open an ODF document (in. Odg) and export this as PDF file:
../testcases/packages/1423_LibreOffice,33,Ambiguous Test,adjective,action,more,Open the exported file in one (or more) PDF viewer (s).
../testcases/packages/1423_LibreOffice,33,Ambiguous Test,verb + indefinite determiner,action,Open an,Open an ODF document (in. Odg) and export this as PDF file:
../testcases/packages/1424_Nautilus,0,Eager Action,multiple actions,action,"[Look, and launch]",Look for Nautilus and launch it
../testcases/packages/1424_Nautilus,0,Eager Action,multiple actions,action,"[right click, and select, . Name, Name]","In Home folder right click on a blank section and select New Document, Empty Document. Name the resulting file 'moveme.txt'"
../testcases/packages/1424_Nautilus,1,Eager Action,multiple actions,action,"[right click, and select]",In Home Folder right click on a blank section and select 'New Folder'.
../testcases/packages/1424_Nautilus,2,Eager Action,multiple actions,action,"[Drag, and drop]",Drag moveme.txt and drop into the folder test.
../testcases/packages/1424_Nautilus,2,Unverified Action,,action,,Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,2,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,2,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,3,Eager Action,multiple actions,action,"[Right click, and select]",Right click on 'test' folder and select Move to Trash
../testcases/packages/1424_Nautilus,3,Unverified Action,,action,,Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,3,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,3,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,4,Eager Action,multiple actions,action,"[and click, 'Restore]",Select 'test' folder and click 'Restore' in the top of the window
../testcases/packages/1424_Nautilus,4,Unverified Action,,action,,Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,4,Unverified Action,,action,,Select 'test' folder and click 'Restore' in the top of the window
../testcases/packages/1424_Nautilus,4,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,4,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,4,Ambiguous Test,adverb of manner,verification,successfully,The 'test' folder was recovered successfully?
../testcases/packages/1424_Nautilus,5,Unverified Action,,action,,Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,5,Unverified Action,,action,,Click the Search Icon in the top
../testcases/packages/1424_Nautilus,5,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,5,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,6,Unverified Action,,action,,Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,6,Unverified Action,,action,,Double click in the 'test' folder
../testcases/packages/1424_Nautilus,6,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,6,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,7,Eager Action,multiple actions,action,"[Right click, and select, 'Remove]",Right click and select 'Remove from Recent'
../testcases/packages/1424_Nautilus,7,Unverified Action,,action,,Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,7,Unverified Action,,action,,Select the file
../testcases/packages/1424_Nautilus,7,Unverified Action,,action,,Click the Home Icon in the sidebar
../testcases/packages/1424_Nautilus,7,Misplaced Precondition,SUT state,action,"[window, is, running]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,7,Misplaced Precondition,SUT state,action,"[window, is, focused]",Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,8,Eager Action,multiple actions,action,"[Look, and launch]",Look for the Terminal application and launch it
../testcases/packages/1424_Nautilus,8,Eager Action,multiple actions,action,"[Look, and launch]",Look for Nautilus and launch it
../testcases/packages/1424_Nautilus,8,Eager Action,multiple actions,action,"[right click, and select, . Name, Name]",In Home folder right click on a blank section and select New Document ->Another Empty Document. Name the resulting file 'another.txt'
../testcases/packages/1424_Nautilus,9,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have access to a samba share containing a file
../testcases/packages/1424_Nautilus,9,Eager Action,multiple actions,action,"[Select, righ click, and choose, left click, and select]","Select a document from the share, righ click on it and choose 'Copy', left click on the 'Documents' section, right click in a empty space and select 'Paste'"
../testcases/packages/1424_Nautilus,9,Unverified Action,,action,,Please ensure you have access to a samba share containing a file
../testcases/packages/1424_Nautilus,9,Unverified Action,,action,,Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,9,Ambiguous Test,adverb of manner,verification,correctly,"Did the copied file is open correctly, with it's contents the same as in the file on the share?"
../testcases/packages/1424_Nautilus,9,Ambiguous Test,verb + indefinite determiner,action,containing a,Please ensure you have access to a samba share containing a file
../testcases/packages/1424_Nautilus,9,Ambiguous Test,verb + indefinite determiner,action,Select a,"Select a document from the share, righ click on it and choose 'Copy', left click on the 'Documents' section, right click in a empty space and select 'Paste'"
../testcases/packages/1424_Nautilus,10,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have access to a samba writable system
../testcases/packages/1424_Nautilus,10,Eager Action,multiple actions,action,"[Select, right click, and choose]","Select one file, right click on it and choose 'Copy'"
../testcases/packages/1424_Nautilus,10,Unverified Action,,action,,Please ensure you have access to a samba writable system
../testcases/packages/1424_Nautilus,10,Unverified Action,,action,,Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,10,Unverified Action,,action,,Click the Home Icon in the sidebar and double click on 'Examples' and later on 'Ubuntu_Free_Culture_Showcase'
../testcases/packages/1424_Nautilus,10,Unverified Action,,action,,"Select one file, right click on it and choose 'Copy'"
../testcases/packages/1424_Nautilus,10,Ambiguous Test,adverb of manner,verification,correctly,"Did the copied file is open correctly, with it's contents the same as in the file on the share?"
../testcases/packages/1424_Nautilus,11,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have access to an Internet connection
../testcases/packages/1424_Nautilus,11,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have access to an extern samba system
../testcases/packages/1424_Nautilus,11,Eager Action,multiple actions,action,"[Right click, and select]",Right click on the 'test' folder and select 'Sharing Options'
../testcases/packages/1424_Nautilus,11,Eager Action,multiple actions,action,"[Enable, 'Share]",Enable the 'Share this folder' option
../testcases/packages/1424_Nautilus,11,Eager Action,multiple actions,action,"[Go, and paste]",Go to the local drive of the extern system and paste 'moveme.txt' there
../testcases/packages/1424_Nautilus,11,Unverified Action,,action,,Please ensure you have access to an Internet connection
../testcases/packages/1424_Nautilus,11,Unverified Action,,action,,Please ensure you have access to an extern samba system
../testcases/packages/1424_Nautilus,11,Unverified Action,,action,,Please ensure the Nautilus window is running and the Nautilus window is focused
../testcases/packages/1424_Nautilus,11,Unverified Action,,action,,Input your password
../testcases/packages/1424_Nautilus,11,Unverified Action,,action,,Enable the 'Guest access' option
../testcases/packages/1424_Nautilus,11,Unverified Action,,action,,Select 'Create Share'
../testcases/packages/1424_Nautilus,11,Unverified Action,,action,,"Double click on 'test' folder, right click on 'moveme.txt' file and select 'copy'"
../testcases/packages/1424_Nautilus,11,Misplaced Action,,verification,have,have the same content?
../testcases/packages/1424_Nautilus,11,Ambiguous Test,verb + indefinite determiner,action,Share this,Enable the 'Share this folder' option
../testcases/packages/1424_Nautilus,12,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have a USB drive available and the system under test has available USB ports.
../testcases/packages/1424_Nautilus,12,Eager Action,multiple actions,action,"[Insert, USB drive]",Insert the USB drive into the USB port of the system under test
../testcases/packages/1424_Nautilus,12,Unverified Action,,action,,Please ensure you have a USB drive available and the system under test has available USB ports.
../testcases/packages/1424_Nautilus,12,Ambiguous Test,verb + indefinite determiner,action,have a,Please ensure you have a USB drive available and the system under test has available USB ports.
../testcases/packages/1424_Nautilus,13,Eager Action,multiple actions,action,"[Please ensure, you have, 'Ask]","Please ensure you have a USB drive available that contains music files and system under test has available USB ports. In addition it is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,13,Eager Action,multiple actions,action,"[Insert, and wait]",Insert the player into the USB port of the system under tests and wait for new dialog to appear
../testcases/packages/1424_Nautilus,13,Unverified Action,,action,,"Please ensure you have a USB drive available that contains music files and system under test has available USB ports. In addition it is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,13,Unverified Action,,action,,"Select the 'Rhythmbox Music Player' application, if not already selected"
../testcases/packages/1424_Nautilus,13,Ambiguous Test,verb + indefinite determiner,action,have a,"Please ensure you have a USB drive available that contains music files and system under test has available USB ports. In addition it is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,14,Eager Action,multiple actions,action,"[Please ensure, Also ensure, 'Ask]","Please ensure you have a Video DVD available and system under test has DVD drive. Also ensure you have installed dvd playback support in ubuntu (if needed for DRM DVD). In addition it is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,14,Eager Action,multiple actions,action,"[Insert, and wait]",Insert the DVD into the DVD drive of the system under tests and wait for new dialog to appear
../testcases/packages/1424_Nautilus,14,Unverified Action,,action,,"Please ensure you have a Video DVD available and system under test has DVD drive. Also ensure you have installed dvd playback support in ubuntu (if needed for DRM DVD). In addition it is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,14,Unverified Action,,action,,"Select the 'Movie Player (Totem)' application, if not already selected"
../testcases/packages/1424_Nautilus,14,Ambiguous Test,verb + indefinite determiner,action,have a,"Please ensure you have a Video DVD available and system under test has DVD drive. Also ensure you have installed dvd playback support in ubuntu (if needed for DRM DVD). In addition it is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,15,Eager Action,multiple actions,action,"[Please ensure, 'Ask]","Please ensure you have an Audio CD available and system under test has CD drive. It is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,15,Eager Action,multiple actions,action,"[Insert, and wait]",Insert the Audio CD into the CD drive of the system under tests and wait for new dialog to appear
../testcases/packages/1424_Nautilus,15,Unverified Action,,action,,"Please ensure you have an Audio CD available and system under test has CD drive. It is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,15,Unverified Action,,action,,"Select the 'Rhythmbox Music Player' application, if not already selected"
../testcases/packages/1424_Nautilus,15,Ambiguous Test,verb + indefinite determiner,action,have an,"Please ensure you have an Audio CD available and system under test has CD drive. It is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,16,Eager Action,multiple actions,action,"[Please ensure, 'Ask]","Please ensure you have a camera available. It is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,16,Eager Action,multiple actions,action,"[Plug, and wait]",Plug in the camera to the system under test and wait for new dialog to appear.
../testcases/packages/1424_Nautilus,16,Unverified Action,,action,,"Please ensure you have a camera available. It is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1424_Nautilus,16,Unverified Action,,action,,"Select the 'Shotwell' application, if not already selected."
../testcases/packages/1424_Nautilus,16,Ambiguous Test,verb + indefinite determiner,action,have a,"Please ensure you have a camera available. It is assumed the Removable Media settings are unchanged from default, and will 'Ask what to do' for all media types when inserted."
../testcases/packages/1425_Network Manager,0,Eager Action,multiple actions,action,"[Click, , select]","Click on the applet, select 'Connection Information'"
../testcases/packages/1425_Network Manager,1,Eager Action,multiple actions,action,"[Please ensure, you have]","Please ensure you have a Wi-Fi card with installed drivers, switched on and a WPA/WPA2 encrypted Wi-Fi AP available"
../testcases/packages/1425_Network Manager,1,Eager Action,multiple actions,action,"[Open, and select]",Open the applet and select WPA/WPA2 encrypted network
../testcases/packages/1425_Network Manager,1,Eager Action,multiple actions,action,"[Click, , select]","Click on the applet, select 'Connection Information'"
../testcases/packages/1425_Network Manager,1,Unverified Action,,action,,"Please ensure you have a Wi-Fi card with installed drivers, switched on and a WPA/WPA2 encrypted Wi-Fi AP available"
../testcases/packages/1425_Network Manager,1,Ambiguous Test,verb + indefinite determiner,action,have a,"Please ensure you have a Wi-Fi card with installed drivers, switched on and a WPA/WPA2 encrypted Wi-Fi AP available"
../testcases/packages/1425_Network Manager,2,Eager Action,multiple actions,action,"[Please ensure, you have]","Please ensure you have a Wi-Fi card with installed drivers, switched on and a WEP encrypted Wi-Fi AP available"
../testcases/packages/1425_Network Manager,2,Eager Action,multiple actions,action,"[Open, and select]",Open the applet and select WEP encrypted network
../testcases/packages/1425_Network Manager,2,Eager Action,multiple actions,action,"[Click, , select]","Click on the applet, select 'Connection Information'"
../testcases/packages/1425_Network Manager,2,Unverified Action,,action,,"Please ensure you have a Wi-Fi card with installed drivers, switched on and a WEP encrypted Wi-Fi AP available"
../testcases/packages/1425_Network Manager,2,Ambiguous Test,verb + indefinite determiner,action,have a,"Please ensure you have a Wi-Fi card with installed drivers, switched on and a WEP encrypted Wi-Fi AP available"
../testcases/packages/1425_Network Manager,3,Eager Action,multiple actions,action,"[Please ensure, you have]","Please ensure you have a Wi-Fi card with installed drivers, switched on and an unencrypted Wi-Fi AP available"
../testcases/packages/1425_Network Manager,3,Eager Action,multiple actions,action,"[Open, and select]",Open the applet and select an unencrypted network
../testcases/packages/1425_Network Manager,3,Eager Action,multiple actions,action,"[Click, , select]","Click on the applet, select 'Connection Information'"
../testcases/packages/1425_Network Manager,3,Unverified Action,,action,,"Please ensure you have a Wi-Fi card with installed drivers, switched on and an unencrypted Wi-Fi AP available"
../testcases/packages/1425_Network Manager,3,Ambiguous Test,verb + indefinite determiner,action,have a,"Please ensure you have a Wi-Fi card with installed drivers, switched on and an unencrypted Wi-Fi AP available"
../testcases/packages/1425_Network Manager,3,Ambiguous Test,verb + indefinite determiner,action,select an,Open the applet and select an unencrypted network
../testcases/packages/1425_Network Manager,4,Eager Action,multiple actions,action,"[Click, , select]","Click on the applet, select 'Connection Information'"
../testcases/packages/1425_Network Manager,4,Unverified Action,,action,,"Please ensure you have a 3G card/dongle with installed drivers, switched on and a good 3G signal from your service provider"
../testcases/packages/1425_Network Manager,4,Ambiguous Test,verb + indefinite determiner,action,have a,"Please ensure you have a 3G card/dongle with installed drivers, switched on and a good 3G signal from your service provider"
../testcases/packages/1425_Network Manager,5,Conditional Test Logic,dependent clause,action,When,"When done, close the connection manager window."
../testcases/packages/1425_Network Manager,5,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have a Cisco VPN to connect to.
../testcases/packages/1425_Network Manager,5,Eager Action,multiple actions,action,"[Right-, -click]",Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,5,Eager Action,multiple actions,action,"[Click, then select]","Click Add, then select the correct type of VPNplugin."
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,Please ensure you have a Cisco VPN to connect to.
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,"Install the network-manager-vpnc package, make sure both network-manager-vpnc and network-manager-vpnc-gnome get installed."
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,Click Edit Connections...
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,Click the VPN tab.
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,"Click Add, then select the correct type of VPNplugin."
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,Create settings for your VPN connection
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,"When done, close the connection manager window."
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,Click on the NetworkManager icon
../testcases/packages/1425_Network Manager,5,Unverified Action,,action,,"Click on your VPN profile under ""VPN Connections"""
../testcases/packages/1425_Network Manager,5,Ambiguous Test,verb + indefinite determiner,action,have a,Please ensure you have a Cisco VPN to connect to.
../testcases/packages/1425_Network Manager,5,Ambiguous Test,verb + indefinite determiner,verification,see a,"The NetworkManager icon will ""swirl"", then you should see a small lock at the bottom right corner of the normal connection icon (half-circles or arrows)."
../testcases/packages/1425_Network Manager,6,Eager Action,multiple actions,action,"[Please ensure, you have]",Please ensure you have a Cisco VPN to connect to.
../testcases/packages/1425_Network Manager,6,Eager Action,multiple actions,action,"[Right-, -click]",Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,6,Eager Action,multiple actions,action,"[Select, and click]",Select a VPN profile and click Export.
../testcases/packages/1425_Network Manager,6,Eager Action,multiple actions,action,"[Verify, properly export]",Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,6,Unverified Action,,action,,Please ensure you have a Cisco VPN to connect to.
../testcases/packages/1425_Network Manager,6,Unverified Action,,action,,Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,6,Unverified Action,,action,,Click Edit Connections...
../testcases/packages/1425_Network Manager,6,Unverified Action,,action,,Click the VPN tab.
../testcases/packages/1425_Network Manager,6,Unverified Action,,action,,Select a VPN profile and click Export.
../testcases/packages/1425_Network Manager,6,Unverified Action,,action,,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,6,Misplaced Verification,verification performed,action,Verify,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,6,Ambiguous Test,adverb of manner,action,properly,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,6,Ambiguous Test,adverb of manner,verification,properly,Does the profile import properly?
../testcases/packages/1425_Network Manager,6,Ambiguous Test,verb + indefinite determiner,action,have a,Please ensure you have a Cisco VPN to connect to.
../testcases/packages/1425_Network Manager,6,Ambiguous Test,verb + indefinite determiner,action,Select a,Select a VPN profile and click Export.
../testcases/packages/1425_Network Manager,6,Ambiguous Test,verb + indefinite determiner,action,export a,Verify that you can properly export a profile to a file on your hard drive.
../testcases/packages/1425_Network Manager,7,Conditional Test Logic,dependent clause,action,When,"When done, close the connection manager window."
../testcases/packages/1425_Network Manager,7,Eager Action,multiple actions,action,"[Right-, -click]",Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,7,Eager Action,multiple actions,action,"[Click, then select]","Click Add, then select the correct type of VPNplugin."
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,Please ensure you have an OpenVPN server to connect to.
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,"Install the network-manager-openvpn package, make sure both network-manager-openvpn and network-manager-openvpn-gnome get installed."
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,Right-click on the NetworkManager icon
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,Click Edit Connections...
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,Click the VPN tab.
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,"Click Add, then select the correct type of VPNplugin."
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,Create settings for your VPN connection
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,"When done, close the connection manager window."
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,Click on the NetworkManager icon
../testcases/packages/1425_Network Manager,7,Unverified Action,,action,,"Click on your VPN profile under ""VPN Connections"""
../testcases/packages/1425_Network Manager,7,Ambiguous Test,verb + indefinite determiner,action,have an,Please ensure you have an OpenVPN server to connect to.
../testcases/packages/1425_Network Manager,7,Ambiguous Test,verb + indefinite determiner,verification,see a,"The NetworkManager icon will ""swirl"", then you should see a small lock at the bottom right corner of the normal connection icon (half-circles or arrows)."
../testcases/packages/1425_Network Manager,8,Eager Action,multiple actions,action,"[Right-, -click]",Right-click on the NetworkManager icon
